,ID,Date,Day,Month,Year,User Name,Location,Text,Language,Retweet counts,Favorites counts,Hashtags
2470,1443068014476279808,2021-09-29 04:20:00+00:00,29,9,2021,World Nuclear News,,"Radiation from used #nuclear fuel could be used to create a valuable fuel additive needed for renewable biodiesel, scientists in Slovenia and the UK have shown https://t.co/tnIyybKVCc https://t.co/Fo5XGn0Y9V",en,3.0,21.0,"[{'text': 'nuclear', 'indices': [20, 28]}]"
2471,1443065497881387008,2021-09-29 04:10:00+00:00,29,9,2021,World Nuclear News,,"The @UKAEAofficial has opened its new #nuclear #Fusion Technology Facility at the Advanced Manufacturing Park in Rotherham, South Yorkshire https://t.co/8t3KZBBxhb https://t.co/nHa2d2Pf9h",en,1.0,9.0,"[{'text': 'nuclear', 'indices': [38, 46]}, {'text': 'Fusion', 'indices': [47, 54]}]"
2472,1443062985136611328,2021-09-29 04:00:01+00:00,29,9,2021,World Nuclear News,,Canada's @Bruce_Power has received approval from the Canadian Nuclear Safety Commission for the commercial production of the medical radioisotope lutetium-177 in its #nuclear power plants https://t.co/QyGH6ieFyR https://t.co/uIUuZE1GWg,en,10.0,27.0,"[{'text': 'nuclear', 'indices': [166, 174]}]"
2473,1442833424272789504,2021-09-28 12:47:49+00:00,28,9,2021,World Nuclear News,,"Radiation from used #nuclear fuel could be used to create a valuable fuel additive needed for renewable biodiesel, scientists in Slovenia and the UK have shown https://t.co/tnIyybKVCc https://t.co/EQsilp5bb3",en,11.0,38.0,"[{'text': 'nuclear', 'indices': [20, 28]}]"
2474,1442832988547465216,2021-09-28 12:46:05+00:00,28,9,2021,World Nuclear News,,"The @UKAEAofficial has opened its new #nuclear #Fusion Technology Facility at the Advanced Manufacturing Park in Rotherham, South Yorkshire https://t.co/8t3KZBBxhb https://t.co/ap9dC5GSqL",en,8.0,32.0,"[{'text': 'nuclear', 'indices': [38, 46]}, {'text': 'Fusion', 'indices': [47, 54]}]"
2475,1442832499407732736,2021-09-28 12:44:09+00:00,28,9,2021,World Nuclear News,,Canada's @Bruce_Power has received approval from the Canadian Nuclear Safety Commission for the commercial production of the medical radioisotope lutetium-177 in its #nuclear power plants https://t.co/QyGH6iwgXr https://t.co/BfJJ6CxE7v,en,6.0,23.0,"[{'text': 'nuclear', 'indices': [166, 174]}]"
2476,1442704368336351232,2021-09-28 04:15:00+00:00,28,9,2021,World Nuclear News,,"To facilitate rapid decarbonisation and cut dependency on fossil fuels, both #nuclear energy and renewables are needed for power and hydrogen production, a study by Aurora Energy Research (@auroraer_oxford) has concluded https://t.co/YMg2ZikK1d https://t.co/jPlJdeO5Ug",en,17.0,38.0,"[{'text': 'nuclear', 'indices': [77, 85]}]"
2477,1442700595354382336,2021-09-28 04:00:00+00:00,28,9,2021,World Nuclear News,,"Congress needs to take action to break the impasse over a permanent solution for commercial used #nuclear fuel, according to a report from the US Government Accountability Office (@usgao) https://t.co/6ndxNCBcZ8 https://t.co/IMNUhUP6ca",en,1.0,8.0,"[{'text': 'nuclear', 'indices': [97, 105]}]"
2478,1442520519111184384,2021-09-27 16:04:27+00:00,27,9,2021,World Nuclear News,,"To facilitate rapid decarbonisation and cut dependency on fossil fuels, both #nuclear energy and renewables are needed for power and hydrogen production, a study by Aurora Energy Research (@auroraer_oxford) has concluded https://t.co/YMg2Zi38CD https://t.co/deu6n7pOtK",en,6.0,22.0,"[{'text': 'nuclear', 'indices': [77, 85]}]"
2479,1442518863502000128,2021-09-27 15:57:52+00:00,27,9,2021,World Nuclear News,,"Congress needs to take action to break the impasse over a permanent solution for commercial used #nuclear fuel, according to a report from the US Government Accountability Office (@usgao) https://t.co/6ndxNCBcZ8 https://t.co/4BOStS3O1f",en,3.0,5.0,"[{'text': 'nuclear', 'indices': [97, 105]}]"
2480,1441618463047524352,2021-09-25 04:20:00+00:00,25,9,2021,World Nuclear News,,@NuScale_Power has signed an agreement with Poland-based @unimot_sa and USA-based Getka to support them in their joint work to explore the possibility of replacing Polish coal plants with SMRs #nuclear https://t.co/B1PZ2iZcYu https://t.co/YLmDMpac6h,en,1.0,13.0,"[{'text': 'nuclear', 'indices': [193, 201]}]"
2481,1441615946372849664,2021-09-25 04:10:00+00:00,25,9,2021,World Nuclear News,,The Canadian #Nuclear Safety Commission (@CNSC_CCSN) has confirmed or amended orders issued to Bruce Power and Ontario Power Generation related to pressure tube fitness for service following a public hearing held on 10 September https://t.co/9ekgwoXc27 https://t.co/7SSLdKiCq7,en,1.0,9.0,"[{'text': 'Nuclear', 'indices': [13, 21]}]"
2482,1441613431476346880,2021-09-25 04:00:00+00:00,25,9,2021,World Nuclear News,,"@TokamakEnergy of the UK announced it has demonstrated a transformative magnet protection technology that improves the commercial viability of #fusion power plants, delivering higher performance than alternative magnet systems #nuclear https://t.co/cASpO77ySA https://t.co/UmsWQg0zf0",en,0.0,2.0,"[{'text': 'fusion', 'indices': [143, 150]}, {'text': 'nuclear', 'indices': [227, 235]}]"
2483,1441426591398121472,2021-09-24 15:37:34+00:00,24,9,2021,World Nuclear News,,@NuScale_Power has signed an agreement with Poland-based @unimot_sa and USA-based Getka to support them in their joint work to explore the possibility of replacing Polish coal plants with SMRs #nuclear https://t.co/B1PZ2iZcYu https://t.co/4esnpcFgoE,en,7.0,34.0,"[{'text': 'nuclear', 'indices': [193, 201]}]"
2484,1441423829084131328,2021-09-24 15:26:35+00:00,24,9,2021,World Nuclear News,,The Canadian #Nuclear Safety Commission (@CNSC_CCSN) has confirmed or amended orders issued to Bruce Power and Ontario Power Generation related to pressure tube fitness for service following a public hearing held on 10 September https://t.co/9ekgwoXc27 https://t.co/EWxJZ4LqGp,en,0.0,5.0,"[{'text': 'Nuclear', 'indices': [13, 21]}]"
2485,1441422887353602048,2021-09-24 15:22:51+00:00,24,9,2021,World Nuclear News,,"@TokamakEnergy of the UK announced it has demonstrated a transformative magnet protection technology that improves the commercial viability of #fusion power plants, delivering higher performance than alternative magnet systems #nuclear https://t.co/cASpO77ySA https://t.co/IjmdTgt3O1",en,0.0,1.0,"[{'text': 'fusion', 'indices': [143, 150]}, {'text': 'nuclear', 'indices': [227, 235]}]"
2486,1441258592447893504,2021-09-24 04:30:00+00:00,24,9,2021,World Nuclear News,,Global nuclear industry leaders have agreed to work together with the head of the @iaeaorg as the Group of Vienna to apply #nuclear energy to addressing climate change and advancing sustainable development https://t.co/mr36sruTkT https://t.co/Ssg7uUJxTJ,en,12.0,49.0,"[{'text': 'nuclear', 'indices': [123, 131]}]"
2487,1441256075349487616,2021-09-24 04:20:00+00:00,24,9,2021,World Nuclear News,,Two separate agreements have been announced between Polish companies and North American small modular reactor vendors and suppliers #nuclear https://t.co/EPRhWxTzwx https://t.co/tzYs3EFcaZ,en,9.0,23.0,"[{'text': 'nuclear', 'indices': [132, 140]}]"
2488,1441253558645518336,2021-09-24 04:10:00+00:00,24,9,2021,World Nuclear News,,"Local elected officials from the region around the Penly #nuclear power plant in Normandy, northern France, have reiterated their support for the construction of two EPR2 reactors at the site https://t.co/BI91pGIqyX https://t.co/D8yGAVSnT8",en,7.0,21.0,"[{'text': 'nuclear', 'indices': [57, 65]}]"
2489,1441251046119124992,2021-09-24 04:00:01+00:00,24,9,2021,World Nuclear News,,@WECNuclear and Ukrainian company NT-Engineering LLC have signed a Memorandum of Cooperation to implement maintenance optimisation and system repair projects for VVER #nuclear power reactors https://t.co/WcLu3PSTfJ https://t.co/hwcRBLMMBo,en,1.0,1.0,"[{'text': 'nuclear', 'indices': [167, 175]}]"
2490,1441083242631794688,2021-09-23 16:53:13+00:00,23,9,2021,World Nuclear News,,Global nuclear industry leaders have agreed to work together with the head of the @iaeaorg as the Group of Vienna to apply #nuclear energy to addressing climate change and advancing sustainable development https://t.co/mr36sruTkT https://t.co/MQiPI7htRh,en,16.0,45.0,"[{'text': 'nuclear', 'indices': [123, 131]}]"
2491,1441082026317127680,2021-09-23 16:48:23+00:00,23,9,2021,World Nuclear News,,Two separate agreements have been announced between Polish companies and North American small modular reactor vendors and suppliers #nuclear https://t.co/EPRhWxTzwx https://t.co/7o14D9lnWn,en,16.0,66.0,"[{'text': 'nuclear', 'indices': [132, 140]}]"
2492,1441079755001016320,2021-09-23 16:39:22+00:00,23,9,2021,World Nuclear News,,"Local elected officials from the region around the Penly #nuclear power plant in Normandy, northern France, have reiterated their support for the construction of two EPR2 reactors at the site https://t.co/BI91pGqPHp https://t.co/5dYPmyoUik",en,7.0,37.0,"[{'text': 'nuclear', 'indices': [57, 65]}]"
2493,1441069855021715712,2021-09-23 16:00:01+00:00,23,9,2021,World Nuclear News,,@WECNuclear and Ukrainian company NT-Engineering LLC have signed a Memorandum of Cooperation to implement maintenance optimisation and system repair projects for VVER #nuclear power reactors https://t.co/WcLu3PSTfJ https://t.co/iUCyocCGAz,en,0.0,3.0,"[{'text': 'nuclear', 'indices': [167, 175]}]"
2494,1440990731527757824,2021-09-23 10:45:37+00:00,23,9,2021,World Nuclear News,,Rzeszow University of Technology has awarded former Assistant Secretary of the US DOE Theodore Garrish the Ignacy Lukasiewicz Award for Energy Security in Poland for obtaining the Polish-USA intergovernmental agreement for the development of six #nuclear plants in Poland https://t.co/AWG1CN102S,en,7.0,19.0,"[{'text': 'nuclear', 'indices': [246, 254]}]"
2495,1440898720418058240,2021-09-23 04:40:00+00:00,23,9,2021,World Nuclear News,,"'Digital' mining has started at the Khokhlovskoye #uranium deposit in Russia, @RosatomGlobal subsidiaries announced #nuclear https://t.co/9tkj0nhPLc https://t.co/1MYk5LJTXW",en,1.0,0.0,"[{'text': 'uranium', 'indices': [50, 58]}, {'text': 'nuclear', 'indices': [116, 124]}]"
2496,1440896204246634496,2021-09-23 04:30:00+00:00,23,9,2021,World Nuclear News,,"South Africa plans to issue a Request for Proposal for 2500 MWe of new nuclear capacity at the end of March 2022 and complete the procurement process in 2024,  according to Deputy Minister of Mineral Resources and Energy Nobuhle Pamela Nkabane https://t.co/KLtyArRIU3 https://t.co/pkYgdBJLna",en,20.0,50.0,[]
